State,City,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,How often the home health team began their patients care in a timely manner,How often the home health team taught patients (or their family caregivers) about their drugs,How often the home health team checked patients risk of falling,How often the home health team checked patients for depression,How often the home health team made sure that their patients have received a flu shot for the current flu season.,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).,With diabetes - how often the home health team got doctors orders and gave foot care and taught patients about foot care,How often the home health team checked patients for pain,How often the home health team treated their patients pain,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores),How often the home health team checked patients for the risk of developing pressure sores (bed sores),Count of non-reported behaviours,Count of non-reported outcomes,Non-trad Chronic,Lbl: Poor Hosp Rating 1SD
TX,HOUSTON,Proprietary,1,1,1,1,1,1,70,87,100,94,85,84,72,97,100,97,96,0,1,1,TRUE
MI,GRAND RAPIDS,Proprietary,1,1,1,1,1,1,88,81,99,99,78,84,89,95,94,92,100,0,1,1,FALSE
NY,NEW ROCHELLE,Religious Affiliations,1,1,1,1,1,1,97,90,99,97,87,66,97,99,99,95,89,0,1,1,FALSE
CA,GLENDALE,Proprietary,1,1,1,1,1,1,98,99,100,100,96,98,100,100,100,100,100,0,1,1,FALSE
MI,ANN ARBOR,Private,1,1,1,1,1,1,86,95,90,100,67,63,93,99,94,70,99,0,0,0,FALSE
NC,LUMBERTON,Local,1,1,1,1,1,1,94,89,96,96,42,56,100,98,100,100,100,0,1,1,FALSE
KY,LOUISA,Proprietary,1,1,1,1,1,1,98,99,100,100,98,99,100,100,100,100,100,0,0,0,FALSE
OH,NEWTON FALLS,Proprietary,1,1,1,1,1,1,100,97,100,100,97,92,99,100,100,99,100,0,1,1,FALSE
FL,VERO BEACH,Proprietary,1,1,1,1,1,1,97,97,90,99,81,86,95,100,100,98,100,0,0,0,FALSE
TX,GAINESVILLE,State/County,1,1,1,1,1,1,98,91,99,99,69,82,100,98,100,100,100,0,1,1,FALSE
OK,ALTUS,State/County,1,1,0,1,1,1,98,85,99,95,73,71,86,99,99,93,99,0,0,0,TRUE
MI,LIVONIA,Proprietary,1,1,1,1,1,1,67,99,100,99,66,61,99,99,100,98,99,0,0,0,FALSE
FL,MIAMI,Proprietary,1,1,1,1,1,1,100,97,100,100,74,92,100,99,100,100,99,0,1,1,FALSE
NC,BREVARD,Private,1,1,1,1,1,1,92,99,100,100,79,84,96,100,100,97,99,0,0,0,FALSE
MI,TAYLOR,Proprietary,1,1,1,1,1,1,68,97,99,100,41,28,84,98,100,95,96,1,1,1,FALSE
TX,GALVESTON,Proprietary,1,1,1,1,1,1,98,96,100,95,82,88,93,99,98,94,99,0,0,0,FALSE
GA,ATHENS,Proprietary,1,1,1,0,1,1,89,95,99,92,77,72,85,98,95,84,99,0,1,1,TRUE
IN,RENSSELAER,State/County,1,1,1,1,1,1,81,86,99,99,72,79,99,100,100,99,100,0,0,0,TRUE
FL,MIAMI,Proprietary,1,1,1,1,1,1,95,93,97,97,73,71,82,95,75,78,92,0,1,1,FALSE
LA,OAKDALE,Proprietary,1,1,0,0,0,1,97,80,99,99,78,74,94,99,99,94,99,0,1,1,FALSE
NC,ROCKINGHAM,Private,1,1,1,0,1,1,99,99,100,99,74,81,99,99,100,98,100,0,0,0,FALSE
FL,SEBRING,Proprietary,1,1,1,1,1,1,96,95,100,100,67,68,97,100,100,99,100,0,1,1,FALSE
CA,SIMI VALLEY,Proprietary,1,1,1,1,1,1,94,88,98,92,95,95,100,99,100,99,94,0,1,1,FALSE
FL,LAKE PARK,Proprietary,1,1,1,1,1,1,94,89,98,99,47,36,84,96,97,92,89,0,1,1,FALSE
TX,PECOS,Proprietary,1,1,0,0,0,1,94,96,100,100,72,55,90,100,100,95,100,0,1,1,FALSE
CA,NORTHRIDGE,Proprietary,1,1,1,1,1,1,99,100,99,100,97,99,98,99,100,100,100,0,1,1,FALSE
PA,MOOSIC,Proprietary,1,1,1,1,1,1,93,95,99,99,69,66,96,99,98,95,92,1,1,1,FALSE
MA,LEOMINSTER,Private,1,1,1,1,1,1,97,98,97,99,82,88,97,99,99,97,99,0,0,0,FALSE
MA,FOXBOROUGH,Proprietary,1,1,1,1,1,1,75,92,94,77,93,72,80,94,100,95,87,1,2,1,FALSE
IA,FORT MADISON,Private,1,1,1,1,0,1,95,98,99,100,64,87,100,100,100,100,98,0,0,0,TRUE
TX,SPRING,Proprietary,1,1,1,0,1,1,99,97,100,100,97,95,100,100,100,100,100,0,0,0,FALSE
CA,RANCHO CUCAMONGA,Proprietary,1,1,1,1,1,1,88,97,100,100,93,87,98,100,100,100,99,0,2,1,FALSE
FL,PALM COAST,Proprietary,1,1,1,1,1,1,100,99,100,100,96,99,99,100,100,99,100,0,1,1,FALSE
NJ,MOUNT LAUREL,Private,1,1,1,1,1,1,66,89,99,99,75,70,93,98,100,95,96,0,0,0,FALSE
TX,CONROE,Proprietary,1,1,1,1,1,1,96,97,100,100,81,76,99,100,99,100,100,0,0,1,FALSE
CA,RANCHO CUCAMONGA,Proprietary,1,1,1,1,1,1,83,78,97,94,86,80,100,100,97,95,94,1,3,1,FALSE
FL,DELRAY BEACH,Proprietary,1,1,1,1,1,1,93,97,100,97,82,84,98,100,99,98,100,0,0,0,FALSE
FL,MIAMI GARDENS,Proprietary,1,1,1,1,1,1,98,94,100,100,59,56,94,100,99,89,99,0,0,0,FALSE
TX,BROWNSVILLE,Proprietary,1,1,0,0,1,0,81,71,100,99,16,17,98,100,98,75,99,0,0,1,FALSE
VT,MIDDLEBURY,Private,1,1,1,1,1,1,97,100,99,99,81,82,99,100,100,99,99,0,0,0,FALSE
TX,PLANO,Proprietary,1,1,1,1,1,1,90,100,100,99,100,100,100,93,100,95,99,1,1,1,FALSE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,94,74,100,100,100,99,91,100,100,98,88,0,1,1,FALSE
AL,DECATUR,Proprietary,1,1,1,1,1,1,94,98,100,100,77,84,99,100,100,99,100,0,0,0,FALSE
PA,LIGONIER,Religious Affiliations,1,1,1,1,1,1,90,88,95,87,76,76,81,98,97,95,99,0,1,1,FALSE
IL,NORTHBROOK,Proprietary,1,1,1,1,1,1,98,100,100,100,22,45,100,99,100,100,100,0,1,1,FALSE
CA,LOS ANGELES,Proprietary,1,1,1,1,1,1,100,100,99,100,98,97,100,100,100,100,100,0,0,0,FALSE
ID,SILVERTON,Proprietary,1,1,1,1,0,1,89,83,99,99,64,75,99,95,100,99,98,0,0,0,FALSE
MI,TROY,Proprietary,1,1,1,1,1,1,72,84,100,99,48,49,86,99,91,90,99,0,0,0,FALSE
SC,GREENWOOD,Proprietary,1,1,1,1,1,1,96,99,100,99,93,99,98,100,100,100,100,0,0,0,FALSE
MI,LIVONIA,Proprietary,1,1,1,1,1,1,65,94,100,100,74,73,94,100,99,95,97,2,1,1,FALSE
TX,CARROLLTON,Proprietary,1,1,1,1,1,1,97,90,100,97,38,38,69,97,98,41,91,0,1,1,FALSE
LA,MINDEN,Proprietary,1,1,1,1,1,1,96,96,99,100,61,80,96,100,99,100,99,0,0,0,FALSE
TX,MCALLEN,Proprietary,1,1,1,1,1,1,95,98,96,86,88,92,50,99,56,77,99,0,0,1,FALSE
PA,CLEARFIELD,Other,1,1,1,1,1,1,99,100,98,99,74,81,100,100,100,99,100,0,0,0,FALSE
MI,STURGIS,Local,1,1,0,1,1,1,93,71,100,100,76,72,89,99,98,87,99,0,0,0,FALSE
FL,JACKSONVILLE,Proprietary,1,1,1,1,1,1,94,95,98,99,73,80,98,99,100,96,99,0,0,1,FALSE
FL,TAMPA,Proprietary,1,1,1,1,1,1,99,85,99,97,61,59,95,99,99,93,99,0,0,1,FALSE
CA,SAN DIEGO,Proprietary,1,1,1,1,1,1,78,92,100,93,92,86,92,98,97,96,96,0,1,1,FALSE
VA,GALAX,Proprietary,1,1,1,1,1,1,87,95,93,92,77,61,96,99,99,98,92,0,0,0,FALSE
CA,LA CRESCENTA,Proprietary,1,1,1,1,1,1,97,95,100,100,69,82,97,99,99,98,98,0,0,1,FALSE
IL,CHICAGO,Proprietary,1,1,1,1,1,1,99,88,97,76,6,4,83,79,90,64,67,0,1,1,FALSE
FL,MIAMI,Proprietary,1,1,1,1,1,1,97,86,100,100,70,77,100,100,100,95,94,1,1,1,FALSE
KS,OVERLAND PARK,Proprietary,1,1,1,1,1,1,92,97,99,99,81,89,96,100,99,96,99,0,0,0,FALSE
OH,WEST CARROLLTON,Proprietary,1,1,1,1,1,1,91,82,100,100,58,43,100,99,100,95,99,1,1,1,TRUE
NM,CLOVIS,Other,1,1,1,1,1,1,94,96,100,100,79,81,100,100,100,99,99,0,0,0,TRUE
TX,DALLAS,Proprietary,1,1,1,1,1,1,89,100,100,100,67,96,94,100,100,100,96,1,7,1,TRUE
TX,BUDA,Proprietary,1,1,1,1,1,1,92,93,100,99,78,82,100,99,100,100,98,0,1,1,TRUE
PA,POTTSVILLE,Private,1,1,1,0,1,1,88,98,100,100,81,89,98,100,99,97,100,0,1,1,TRUE
NM,HOBBS,Proprietary,1,1,1,1,1,1,93,95,99,100,9,15,82,100,92,92,99,0,0,1,FALSE
KS,KANSAS CITY,Other,1,1,1,1,1,1,95,87,99,97,80,83,96,98,99,97,100,0,0,0,FALSE
LA,OPELOUSAS,Proprietary,1,1,1,1,1,1,96,49,100,96,52,41,78,98,91,81,99,0,0,0,FALSE
GA,GAINESVILLE,Proprietary,1,1,1,1,1,1,88,95,88,97,67,67,88,100,98,94,100,0,0,0,FALSE
TX,SANGER,Proprietary,1,1,1,1,1,1,97,100,100,99,83,89,98,100,95,94,97,0,1,1,FALSE
TX,RICHMOND,Proprietary,1,1,1,1,1,1,99,100,100,93,100,100,100,100,100,100,100,0,1,1,FALSE
CO,GRAND JUNCTION,Proprietary,1,0,0,0,1,1,90,97,98,90,73,81,96,99,99,96,100,0,1,1,FALSE
FL,BOCA RATON,Proprietary,1,1,1,1,1,1,90,94,100,85,60,54,100,99,98,92,100,0,1,1,FALSE
OH,INDEPENDENCE,Proprietary,1,1,1,1,1,1,96,94,99,98,47,54,91,98,98,98,98,0,0,0,TRUE
OR,PORTLAND,Proprietary,1,1,1,1,1,1,98,100,100,100,71,81,100,100,100,96,100,1,1,1,FALSE
IA,BEDFORD,Local,1,1,1,1,0,1,87,81,100,100,94,88,94,100,91,95,97,2,0,1,FALSE
CA,SACRAMENTO,Proprietary,1,1,1,1,1,1,96,98,99,97,88,88,98,100,100,100,100,0,0,0,FALSE
MA,THREE RIVERS,Private,1,1,1,1,1,1,98,100,99,94,80,83,99,100,100,99,100,0,0,0,TRUE
MO,WARSAW,Other,1,1,1,1,1,1,99,97,99,99,79,83,97,99,99,98,99,0,0,0,FALSE
OK,TULSA,Proprietary,1,1,1,1,1,1,87,91,99,99,89,86,91,99,99,98,99,0,0,0,FALSE
MI,SOUTHFIELD,Proprietary,1,1,1,1,1,1,56,99,100,100,88,59,100,100,100,95,98,1,1,1,FALSE
FL,RIVERVIEW,Proprietary,1,1,1,1,0,1,98,96,100,99,73,62,97,99,100,99,99,0,1,1,FALSE
TX,BALLINGER,Proprietary,1,1,0,1,1,1,89,96,98,99,34,11,96,100,100,94,98,0,1,1,TRUE
IN,INDIANAPOLIS,Proprietary,1,1,1,1,0,1,84,89,100,93,76,78,98,97,98,98,99,0,1,1,FALSE
PA,EAST MCKEESPORT,Proprietary,1,1,1,1,1,1,97,99,100,100,73,93,97,100,100,100,99,0,1,1,FALSE
CO,COLORADO SPRINGS,Proprietary,1,1,1,1,1,1,46,76,96,90,72,63,83,97,94,95,100,1,3,1,FALSE
NE,FREMONT,State/County,1,1,1,1,1,1,98,82,96,99,58,67,91,100,98,95,100,0,0,0,FALSE
CO,LAFAYETTE,Proprietary,1,1,1,1,1,1,89,94,100,99,86,87,98,98,100,98,100,0,0,0,FALSE
SC,KINGSTREE,Proprietary,1,1,1,1,1,1,90,93,86,99,57,63,89,100,99,99,100,0,1,1,TRUE
TX,SUGAR LAND,Proprietary,1,1,1,1,1,1,84,100,100,100,96,99,100,100,100,95,98,1,1,1,FALSE
CA,NORTHRIDGE,Proprietary,1,1,1,1,1,1,99,99,100,99,85,49,93,100,100,97,99,0,0,1,FALSE
FL,WINTER HAVEN,Proprietary,1,1,1,1,1,1,96,92,93,96,67,68,87,99,97,89,100,0,0,0,FALSE
FL,WEST PALM BEACH,Proprietary,1,1,1,1,1,1,98,98,98,95,78,88,94,99,97,93,100,0,0,0,FALSE
MI,SOUTHFIELD,Proprietary,1,1,1,1,1,1,90,99,99,100,66,65,99,100,100,100,99,0,0,1,FALSE
HI,KAMUELA,Private,1,1,1,1,1,1,92,97,100,88,75,80,93,99,99,99,99,0,0,0,FALSE
AZ,CHANDLER,Proprietary,1,1,1,1,1,1,92,89,95,54,42,53,94,95,100,100,82,1,3,1,FALSE
IA,CHARLES CITY,State/County,1,1,1,1,0,1,91,77,98,96,77,83,94,100,97,98,98,0,0,1,FALSE
FL,MELBOURNE,Proprietary,1,1,1,1,1,1,79,93,98,92,71,73,79,98,92,85,98,0,0,0,TRUE
KS,JUNCTION CITY,State/County,1,1,1,1,1,1,82,87,100,99,82,72,94,98,99,82,99,0,1,1,TRUE
MI,CASS CITY,Proprietary,1,1,1,1,1,1,93,99,99,100,80,84,100,100,100,100,100,0,1,1,FALSE
IL,SAINT CHARLES,Proprietary,1,1,1,1,1,1,95,100,100,100,41,52,94,88,100,95,75,2,6,1,FALSE
IL,HINSDALE,Proprietary,1,1,1,1,1,1,74,96,98,84,62,54,90,94,95,80,96,0,0,1,FALSE
CA,VAN NUYS,Proprietary,1,1,1,1,1,1,97,100,100,100,91,42,100,100,100,100,100,0,1,1,FALSE
AZ,PHOENIX,Proprietary,1,1,1,1,1,1,87,75,100,99,93,95,90,99,99,98,94,0,1,1,FALSE
FL,CORAL GABLES,Proprietary,1,1,1,1,1,1,98,98,100,100,19,4,100,100,100,98,98,0,1,1,FALSE
KS,SABETHA,Other,1,1,1,1,1,1,99,94,100,100,78,76,91,100,99,97,96,0,1,1,TRUE
FL,HIALEAH GARDENS,Proprietary,1,1,1,1,1,1,100,98,100,100,8,21,90,98,100,95,98,1,2,1,FALSE
FL,THE VILLAGES,Proprietary,1,1,1,1,0,1,92,85,100,99,26,47,92,99,98,98,99,0,0,1,FALSE
TN,CHATTANOOGA,Proprietary,1,1,1,1,1,1,95,96,99,95,73,82,83,95,97,88,97,0,0,0,FALSE
ME,SACO,Proprietary,1,1,1,1,1,1,93,93,100,98,67,83,96,100,99,99,99,0,1,1,FALSE
GA,NORCROSS,Proprietary,1,1,1,1,1,1,88,88,99,99,64,59,89,99,98,96,100,0,0,0,FALSE
IN,FORT WAYNE,Proprietary,1,1,1,1,1,1,89,70,100,96,41,48,93,98,100,97,96,0,1,1,FALSE
CA,CORONA,Proprietary,1,1,1,1,1,1,86,78,98,96,52,50,89,97,96,96,97,0,0,0,FALSE
LA,HARVEY,Proprietary,1,1,1,1,1,1,94,90,100,99,56,43,98,100,99,96,98,0,0,1,FALSE
TX,MARSHALL,Proprietary,1,1,1,1,1,1,80,97,99,99,74,86,100,100,100,95,91,1,1,1,FALSE
FL,LAKE WORTH,Proprietary,1,1,1,1,1,1,88,99,100,100,70,68,99,100,100,100,100,0,1,1,FALSE
CA,SUNLAND,Proprietary,1,1,1,1,1,1,97,95,100,98,100,100,100,100,100,95,100,1,1,1,TRUE
TN,WINCHESTER,Proprietary,1,1,1,1,1,1,90,88,95,97,78,80,84,99,98,88,100,0,0,0,FALSE
MI,SAGINAW,Proprietary,1,1,1,1,1,1,88,94,99,97,77,76,93,99,99,97,98,0,0,0,FALSE
OH,LANCASTER,Proprietary,1,1,1,1,1,1,94,87,100,97,73,84,88,99,92,88,100,0,0,0,FALSE
IL,ORLAND PARK,Proprietary,1,1,1,1,1,1,99,95,100,100,85,86,98,100,100,100,98,0,1,1,FALSE
TN,SHELBYVILLE,Proprietary,1,1,1,1,1,1,96,99,100,95,79,86,97,98,99,97,99,0,0,1,FALSE
TX,MIDLAND,Proprietary,1,1,1,1,1,1,96,98,99,100,58,62,100,100,100,100,100,0,1,1,FALSE
IA,GUTHRIE CENTER,State/County,1,1,1,1,0,1,91,93,100,98,86,79,59,92,96,80,97,0,0,1,FALSE
OH,COLUMBUS,Private,1,1,1,1,1,1,99,96,100,100,55,48,79,100,86,84,100,0,1,1,FALSE
MI,REDFORD,Proprietary,1,1,1,1,1,1,82,71,100,100,91,68,95,100,100,95,99,1,1,1,FALSE
KS,LAWRENCE,Private,1,1,1,1,1,1,91,93,99,94,84,78,97,99,98,93,99,0,0,0,FALSE
IN,MUNCIE,Proprietary,1,1,1,1,0,1,86,96,100,99,89,92,98,100,99,99,99,0,0,0,FALSE
OK,NORMAN,Proprietary,1,1,1,1,1,1,91,92,99,92,52,36,92,97,97,96,95,0,0,0,FALSE
IL,PINCKNEYVILLE,State/County,1,1,1,1,0,1,97,84,3,98,67,71,82,89,97,87,97,0,0,1,FALSE
CA,RANCHO CUCAMONGA,Proprietary,1,1,1,1,1,1,94,98,100,100,83,80,100,98,100,100,99,0,0,1,FALSE
VA,LYNCHBURG,Religious Affiliations,1,1,1,1,0,1,98,98,100,96,80,88,100,99,100,100,100,0,1,1,FALSE
MI,WESTLAND,Proprietary,1,1,1,0,1,1,64,57,100,99,76,57,94,99,100,95,92,2,1,1,FALSE
WV,WESTON,Private,1,1,0,0,0,1,90,95,99,99,87,96,99,99,100,100,100,0,0,0,TRUE
OH,SOLON,Proprietary,1,1,1,1,1,1,100,89,100,100,86,82,97,100,100,99,100,0,1,1,FALSE
GA,COVINGTON,Proprietary,1,1,1,1,1,1,90,98,100,83,88,85,91,97,99,99,96,0,0,1,TRUE
TX,SUGAR LAND,Proprietary,1,1,1,1,1,1,97,72,99,100,91,79,95,100,97,95,100,1,1,1,FALSE
OK,LAWTON,State/County,1,1,1,1,1,1,99,94,96,98,84,72,74,99,95,92,96,0,0,1,FALSE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,94,94,100,99,40,24,100,100,100,100,97,0,1,1,FALSE
TX,IRVING,Proprietary,1,1,1,1,1,1,95,100,100,100,82,95,94,100,100,100,100,1,1,1,FALSE
NV,BOULDER CITY,Private,1,1,1,1,1,1,91,88,100,100,58,62,90,100,100,97,99,0,1,1,FALSE
VA,POUNDING MILL,Proprietary,1,1,1,1,1,1,97,100,100,100,78,56,100,100,100,99,99,0,1,1,FALSE
CA,BAKERSFIELD,Proprietary,1,1,1,1,1,1,85,89,98,84,82,86,97,99,100,100,90,0,1,1,TRUE
IL,HINSDALE,Proprietary,1,1,1,1,1,1,72,100,100,100,71,96,94,100,100,100,100,2,7,1,TRUE
MI,ANN ARBOR,Proprietary,1,1,1,1,1,1,88,98,97,97,96,89,97,97,100,100,100,0,1,1,FALSE
MO,CROCKER,Local,1,1,1,1,0,1,96,99,100,100,81,88,95,100,100,100,98,0,0,1,FALSE
OH,ELYRIA,Private,1,1,1,1,1,1,94,96,99,99,79,81,97,99,100,100,100,0,0,0,FALSE
NC,HAYESVILLE,Other,1,1,1,1,1,1,98,99,100,100,80,82,99,100,100,99,100,0,0,0,FALSE
OK,TULSA,Proprietary,1,1,1,1,1,1,75,100,100,95,54,41,94,93,100,100,95,1,7,1,FALSE
CA,CHATSWORTH,Proprietary,1,1,1,1,1,1,96,92,100,58,93,55,98,98,97,94,94,0,0,1,FALSE
NC,CHARLOTTE,Proprietary,1,1,1,1,1,1,81,90,97,97,76,79,94,99,98,97,100,0,0,0,FALSE
TX,HOUSTON,Other,1,1,1,1,1,1,92,100,100,100,87,93,99,99,100,100,100,0,1,1,FALSE
IL,CHICAGO,Religious Affiliations,1,1,1,1,1,1,82,83,100,95,97,93,94,100,100,100,90,1,1,1,FALSE
DC,WASHINGTON,Proprietary,1,1,1,1,1,1,81,66,88,95,61,63,87,97,93,91,100,0,0,0,FALSE
IL,OAK FOREST,Proprietary,1,1,1,1,1,1,99,100,99,100,69,58,100,99,100,99,100,0,0,0,FALSE
MA,HOLYOKE,Other,1,1,1,1,1,1,90,91,70,99,76,74,86,98,95,87,99,0,0,0,FALSE
CA,PLEASANT HILL,Proprietary,1,1,1,1,1,1,91,94,99,93,70,66,89,99,97,94,99,0,0,0,FALSE
IA,MANCHESTER,State/County,1,1,1,1,1,1,98,97,100,98,81,90,95,100,99,96,99,0,0,0,FALSE
TX,IRVING,Proprietary,1,1,1,1,1,1,93,85,98,100,85,84,82,100,100,97,99,0,1,1,FALSE
TX,NACOGDOCHES,Proprietary,1,1,1,1,1,1,97,96,100,100,92,83,97,100,100,95,97,1,7,1,FALSE
UT,ST GEORGE,Proprietary,1,1,1,1,1,1,91,93,98,89,64,54,86,98,96,91,97,0,0,0,FALSE
TX,NEDERLAND,Proprietary,1,1,1,1,1,1,95,71,100,97,53,70,93,100,98,93,98,0,1,1,FALSE
VA,HERNDON,Proprietary,1,1,1,1,1,1,97,92,100,100,57,51,90,100,98,93,100,0,0,0,FALSE
MI,CLINTON TOWNSHIP,Proprietary,1,1,1,1,1,1,91,97,100,98,81,78,92,99,100,99,99,0,1,1,FALSE
LA,BATON ROUGE,Proprietary,1,1,1,1,1,1,96,99,100,96,98,99,100,98,99,100,99,0,1,1,FALSE
CA,LOS ANGELES,Proprietary,1,1,1,1,1,1,96,99,96,100,100,97,98,99,100,99,100,0,1,1,TRUE
PA,ALTOONA,Private,1,1,1,1,1,1,95,96,100,100,74,79,100,100,100,100,100,0,0,0,FALSE
OH,CLEVELAND,Proprietary,1,1,1,1,0,1,83,74,96,87,43,39,95,96,96,97,84,0,1,1,TRUE
CA,N HOLLYWOOD,Proprietary,1,1,1,1,1,1,100,97,100,100,38,67,100,100,100,100,100,0,0,1,TRUE
OK,HUGO,Proprietary,1,1,1,1,0,1,90,100,100,99,75,73,100,99,100,100,100,0,3,1,TRUE
PA,ZELIENOPLE,Proprietary,1,1,1,1,1,1,93,93,96,99,93,95,92,99,99,99,99,0,1,1,TRUE
TX,KINGWOOD,Proprietary,1,1,1,1,1,1,92,99,100,99,88,89,100,100,100,100,99,0,1,1,TRUE
TX,IOWA PARK,Proprietary,1,1,1,1,1,1,94,100,98,98,76,83,100,73,100,95,98,1,7,1,TRUE
FL,CLEARWATER,Proprietary,1,1,1,1,1,1,95,89,97,99,78,70,90,99,97,97,99,0,0,0,TRUE
FL,TAMPA,Proprietary,1,1,1,1,1,0,74,80,100,99,100,96,99,100,98,98,100,0,0,1,TRUE
MI,FARMINGTON HILLS,Proprietary,1,1,1,1,1,1,81,79,100,99,80,83,95,96,99,98,60,0,1,1,TRUE
IN,MERRILLVILLE,Proprietary,1,1,1,1,1,1,77,100,100,100,36,29,93,98,100,100,100,0,1,1,TRUE
MN,NEW LONDON,Proprietary,1,1,1,1,0,1,93,78,100,98,64,84,94,100,83,75,96,1,1,1,TRUE
IA,VINTON,Religious Affiliations,1,1,1,1,1,1,95,27,100,100,80,86,71,98,89,90,94,0,2,1,TRUE
OH,TOLEDO,Proprietary,1,1,1,1,1,1,84,91,99,99,68,69,86,99,99,98,99,0,1,1,TRUE
PA,HAZLETON,Proprietary,1,1,1,1,1,1,98,100,100,100,64,62,100,98,100,100,100,0,0,0,TRUE
TX,ARANSAS PASS,Proprietary,1,1,1,1,1,1,98,99,100,100,81,82,100,100,99,100,100,0,1,1,TRUE
GA,AUGUSTA,Proprietary,1,1,1,1,1,1,89,100,100,99,91,96,100,100,100,100,100,0,0,0,TRUE
TX,SUGAR LAND,Proprietary,1,1,1,1,1,1,89,98,100,100,89,89,99,97,100,98,99,0,0,1,TRUE
FL,ORLANDO,Proprietary,1,1,1,1,1,1,85,88,100,97,46,45,97,100,96,95,96,1,1,1,TRUE
IA,LOGAN,Proprietary,1,1,1,1,0,1,93,79,93,95,65,54,89,96,92,57,84,0,2,1,TRUE
AR,BLYTHEVILLE,Proprietary,1,1,0,1,0,1,91,86,99,99,74,76,95,98,100,99,99,0,0,0,TRUE
AR,MOUNTAIN VIEW,Proprietary,1,1,0,1,0,1,94,92,97,99,88,93,95,97,100,96,100,0,0,0,TRUE
TX,EL PASO,Proprietary,1,1,1,1,1,1,83,100,100,99,31,31,100,100,100,100,96,0,1,1,TRUE
PA,ALLENTOWN,Private,1,1,1,0,0,1,91,46,78,70,73,95,95,72,100,95,75,1,3,1,TRUE
LA,SHREVEPORT,Other,1,1,1,1,1,1,97,93,100,100,66,68,94,98,100,99,96,0,0,0,TRUE
TX,DICKINSON,Proprietary,1,1,1,1,1,1,87,98,99,90,92,80,100,97,100,100,100,0,1,1,TRUE
MN,STAPLES,Other,1,1,1,1,1,1,98,88,99,98,77,89,100,99,99,96,99,0,0,0,TRUE
TX,PILOT POINT,Proprietary,1,1,1,1,1,1,82,98,100,100,81,90,87,99,100,100,99,0,1,1,TRUE
CA,MONTCLAIR,Proprietary,1,1,1,1,1,1,91,96,100,99,97,91,100,99,100,100,100,0,1,1,TRUE
NV,LAS VEGAS,Proprietary,1,1,1,1,1,1,84,92,100,99,86,91,92,98,100,100,98,0,1,1,TRUE
TN,WINCHESTER,Proprietary,1,1,1,1,0,0,94,91,80,99,83,92,96,99,100,98,100,0,0,0,TRUE
FL,FORT MYERS,Proprietary,1,1,1,1,1,1,91,88,100,91,15,13,92,100,90,79,100,0,2,1,TRUE
CA,BURBANK,Proprietary,1,1,1,1,1,1,94,98,99,99,69,93,100,98,100,100,98,0,1,1,TRUE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,77,94,100,99,69,68,100,90,100,100,93,0,1,1,TRUE
KS,ONAGA,Other,1,1,1,1,1,1,98,99,99,100,68,83,100,100,100,100,100,0,0,0,TRUE
FL,CASSELBERRY,Proprietary,1,1,1,1,1,1,77,99,100,99,89,91,100,100,100,97,100,0,1,1,TRUE
AL,CLAYTON,State/County,1,1,0,0,1,1,96,89,98,98,70,61,98,99,98,98,99,0,0,1,TRUE
AR,JONESBORO,State/County,1,1,0,0,0,1,89,97,98,96,75,85,97,97,100,97,98,0,1,1,TRUE
AR,WYNNE,Religious Affiliations,1,1,0,0,0,1,89,95,100,100,75,79,100,100,100,100,100,0,0,0,TRUE
TX,EL PASO,Proprietary,1,1,1,1,1,1,92,96,99,99,98,99,95,100,98,98,100,0,1,1,TRUE
FL,OKEECHOBEE,Other,1,1,1,1,0,1,92,100,100,98,78,90,94,100,100,95,98,2,1,1,TRUE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,86,97,98,100,100,97,94,100,100,100,100,1,1,1,TRUE
MI,DEARBORN HEIGHTS,Proprietary,1,1,1,1,1,1,81,98,100,100,67,56,94,99,98,97,99,0,1,1,TRUE
MO,NEVADA,Other,1,1,1,1,1,1,79,87,100,95,71,84,51,97,98,32,98,1,3,1,TRUE
MO,SALEM,Local,1,1,1,1,0,1,88,97,99,100,72,76,100,99,100,100,100,0,0,0,TRUE
MI,WARREN,Proprietary,1,1,1,1,1,1,85,88,99,98,86,85,89,96,98,97,100,0,1,1,TRUE
FL,OCALA,Proprietary,1,1,1,1,1,1,93,87,97,98,49,58,67,100,98,96,100,0,1,1,TRUE
AR,WARREN,Other,1,1,1,1,0,1,97,96,100,100,69,59,99,100,100,100,99,0,0,0,TRUE
NV,LAS VEGAS,Proprietary,1,1,0,0,0,0,80,91,98,95,71,92,92,97,96,88,83,1,2,1,TRUE
KS,SALINA,Proprietary,1,1,1,1,1,1,94,67,99,100,78,77,82,94,94,93,96,0,0,0,TRUE
VA,FARMVILLE,Other,1,1,1,1,1,1,93,98,100,99,84,88,99,99,100,100,98,0,0,0,TRUE
NC,FAYETTEVILLE,Proprietary,1,1,1,0,1,1,83,58,99,95,55,44,77,99,87,82,98,0,0,0,TRUE
