State,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,How often the home health team began their patients care in a timely manner,How often the home health team taught patients (or their family caregivers) about their drugs,How often the home health team checked patients risk of falling,How often the home health team checked patients for depression,How often the home health team made sure that their patients have received a flu shot for the current flu season.,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).,With diabetes - how often the home health team got doctors orders and gave foot care and taught patients about foot care,How often the home health team checked patients for pain,How often the home health team treated their patients pain,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores),How often the home health team checked patients for the risk of developing pressure sores (bed sores),Count of non-reported behaviours,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients had less pain when moving around,How often patients breathing improved,How often patients wounds improved or healed after an operation,How often patients got better at taking their drugs correctly by mouth,How often patients receiving home health care needed urgent unplanned care in the ER without being admitted,How often home health patients had to be admitted to the hospital,Count of non-reported outcomes,Non-trad Chronic,Lbl: Poor Hosp Rating 1SD,Lbl: Poor Hosp Rating 2SD,Lbl: Poor ER Rating 1SD,Lbl: Poor ER Rating 2SD,Lbl: Poor Pain Rating 1SD,Lbl: Poor Pain Rating 2SD,Lbl: Poor Drugs Rating 1SD,Lbl: Poor Drugs Rating 2SD
MI,CHEBOYGAN,49721,2316277157,Other,1,1,1,1,1,1,07/10/1984,94,98,100,100,90,95,98,100,99,97,100,0,60,55,74,62,66,87,56,14,16,0,0,0,0,0,0,0,0,0,0
MI,CARSON CITY,48811,9895843971,Private,1,1,1,1,1,1,11/13/1984,96,94,100,100,76,85,100,100,100,100,98,0,43,31,51,40,45,88,35,11,16,0,0,0,0,0,0,1,0,0,0
MI,BAY CITY,48706,9898934504,Proprietary,1,1,1,1,1,1,09/19/1984,92,99,95,100,78,85,100,100,100,100,100,0,64,63,68,74,70,97,61,12,19,0,0,0,0,0,0,0,0,0,0
MI,BENTON HARBOR,49022,2699854441,Other,1,1,1,1,1,1,10/04/1984,99,98,100,100,75,70,96,100,98,96,100,0,61,53,64,62,64,66,48,15,17,0,0,0,0,0,0,0,0,0,0
MI,LANSING,48912,5173648600,Other,1,1,1,1,1,1,10/04/1984,85,93,100,99,80,80,95,99,99,97,100,0,60,55,68,66,68,84,44,13,17,0,0,0,0,0,0,0,0,0,0
MI,BAY CITY,48708,8008623132,Private,1,1,1,1,1,1,11/01/1984,68,98,100,96,74,70,98,100,99,92,99,0,55,46,61,65,69,87,49,10,17,0,0,0,0,0,0,0,0,0,0
MI,LUDINGTON,49431,2318452270,Private,1,1,1,1,1,1,09/17/1984,99,98,100,100,78,74,95,99,99,99,100,0,59,48,59,65,60,91,48,14,22,0,0,1,0,0,0,0,0,0,0
MI,SAGINAW,48606,9897910240,Proprietary,1,1,1,1,1,1,03/14/1985,80,75,100,100,97,53,94,100,100,95,100,2,,,,,,,,11,14,7,1,0,0,0,0,,,,
MI,STERLING HEIGHTS,48313,5863236290,Other,1,1,1,1,1,1,04/02/1985,65,96,99,96,66,62,91,99,96,87,98,0,61,53,74,68,73,81,56,11,17,0,0,0,0,0,0,0,0,0,0
MI,SOUTHFIELD,48076,2485695410,Proprietary,1,1,1,1,1,1,06/14/1985,90,99,99,100,66,65,99,100,100,100,99,0,67,55,72,72,65,94,62,8,13,0,1,0,0,0,0,0,0,0,0
MI,MANISTIQUE,49854,9063416963,Proprietary,1,1,1,1,1,1,10/08/1985,99,99,100,100,80,74,98,100,100,99,100,0,68,64,73,70,61,86,76,18,17,0,0,0,0,1,0,0,0,0,0
MI,SAGINAW,48603,9892490929,Proprietary,1,1,1,1,1,1,01/22/1986,92,82,100,98,77,69,95,100,96,98,100,0,59,60,65,66,68,91,53,15,17,0,0,0,0,0,0,0,0,0,0
MI,ISHPEMING,49849,9062254545,Proprietary,1,1,1,1,1,1,03/20/1986,92,95,100,97,78,88,96,99,100,99,96,0,66,49,67,73,68,96,51,15,10,0,0,0,0,0,0,0,0,0,0
MI,CADILLAC,49601,2317799550,Religious Affiliations,1,1,1,1,1,1,04/29/1986,99,98,100,100,90,93,99,100,100,100,100,0,61,58,68,68,62,92,49,15,15,0,0,0,0,0,0,0,0,0,0
MI,TROY,48098,2488587735,Religious Affiliations,1,1,1,1,1,1,04/17/1986,75,99,100,100,87,91,99,100,100,100,100,0,64,65,76,72,68,90,56,10,17,0,0,0,0,0,0,0,0,0,0
MI,MUSKEGON,49442,2316724064,Religious Affiliations,1,1,1,1,1,1,02/12/1987,90,99,99,99,82,85,99,99,100,100,100,0,66,66,73,73,73,87,57,19,13,0,0,0,0,1,0,0,0,0,0
MI,ANN ARBOR,48108,7344778044,Proprietary,1,1,1,1,1,1,09/09/1987,88,98,97,97,96,89,97,97,100,100,100,0,42,38,53,55,48,,41,10,16,1,1,0,0,0,0,0,0,0,0
MI,ADRIAN,49221,5172661481,Private,1,1,1,1,1,1,03/01/1989,93,90,99,99,81,73,100,100,100,100,100,0,66,69,75,65,70,88,55,15,16,0,0,0,0,0,0,0,0,0,0
MI,GRAND RAPIDS,49546,6162355100,Other,1,1,1,1,1,1,03/14/1989,100,99,100,100,82,79,99,100,100,100,100,0,67,62,78,82,73,95,67,12,15,0,0,0,0,0,0,0,0,0,0
MI,ALLEN PARK,48101,8007577711,Other,1,1,1,1,1,1,07/07/1989,84,97,99,99,78,77,91,98,95,92,100,0,63,60,70,65,69,85,53,9,17,0,0,0,0,0,0,0,0,0,0
MI,CALUMET,49913,9063375700,Private,1,1,1,1,1,1,06/12/1989,97,99,100,98,67,79,98,100,100,99,100,0,61,54,65,61,71,99,50,16,15,0,0,0,0,0,0,0,0,0,0
MI,FREMONT,49412,2319241122,Private,1,1,1,1,1,1,11/23/1990,95,95,100,99,75,81,98,99,100,99,98,0,56,55,62,63,58,84,49,21,14,0,0,0,0,1,1,0,0,0,0
MI,GRAND RAPIDS,49505,6166858800,Religious Affiliations,1,1,1,1,1,1,07/01/1991,99,99,100,100,88,96,99,100,100,100,100,0,75,71,90,90,80,96,73,15,15,0,0,0,0,0,0,0,0,0,0
MI,KALAMAZOO,49001,2692269363,Proprietary,1,1,1,1,1,1,06/20/1990,90,97,100,99,85,82,94,99,99,95,99,0,65,72,70,64,79,,52,7,14,1,1,0,0,0,0,0,0,0,0
MI,GRAND RAPIDS,49546,6169425744,Proprietary,1,1,1,1,1,1,08/06/1990,95,84,99,98,82,79,94,99,99,98,100,0,58,55,65,54,62,87,52,15,14,0,0,0,0,0,0,0,0,0,0
MI,GRAYLING,49738,5173484383,Religious Affiliations,1,1,1,1,1,1,04/25/1992,98,99,100,100,81,86,99,100,100,100,100,0,74,72,82,78,84,92,74,11,17,0,0,0,0,0,0,0,0,0,0
MI,MUSKEGON,49441,2317556951,Proprietary,1,1,1,1,1,1,01/16/1991,94,94,96,62,63,72,92,99,99,97,95,0,59,49,70,67,68,56,52,15,13,0,0,0,0,0,0,0,0,0,0
MI,HOLLAND,49423,6163925141,Other,1,1,1,1,1,1,03/28/1991,98,100,100,100,83,93,100,100,100,100,100,0,62,60,66,86,64,88,47,14,13,0,0,0,0,0,0,0,0,0,0
MI,ALPENA,49707,9893568004,Combination GOVT & Voluntary,1,1,1,1,1,1,11/24/1992,98,97,99,98,81,86,97,99,99,98,99,0,48,43,58,54,56,72,42,12,15,0,0,0,0,0,0,0,0,0,0
MI,ESCANABA,49829,9067864456,Religious Affiliations,1,1,1,1,1,1,12/03/1992,94,99,100,100,80,86,96,100,99,98,100,0,67,64,76,64,76,100,57,19,11,0,0,0,0,1,0,0,0,0,0
MI,FRANKENMUTH,48734,9896524663,Religious Affiliations,1,1,1,1,1,1,03/24/1993,98,96,99,98,86,92,98,99,100,99,99,0,56,58,60,66,71,91,41,10,20,0,0,1,0,0,0,0,0,0,0
MI,WHITE CLOUD,49349,2316890096,Proprietary,1,1,1,0,0,1,04/09/1993,99,97,100,99,87,87,98,99,99,99,100,0,69,62,65,61,77,,41,29,11,1,1,0,0,1,1,0,0,0,0
MI,SOUTHFIELD,48034,2483552269,Proprietary,1,1,1,0,1,1,06/11/1993,51,95,100,100,84,94,98,97,100,99,99,0,51,42,64,65,66,,55,13,12,1,1,0,0,0,0,0,0,0,0
MI,CHELSEA,48118,7345935780,Proprietary,1,1,1,1,1,1,11/15/1993,93,98,100,100,95,98,99,100,100,100,100,0,64,58,72,75,80,88,56,14,16,0,0,0,0,0,0,0,0,0,0
MI,MADISON HEIGHTS,48071,5865585522,Proprietary,1,1,1,1,1,1,05/26/1994,69,96,92,93,71,74,85,95,96,98,99,0,64,63,73,72,74,,65,12,16,1,1,0,0,0,0,0,0,0,0
MI,TROY,48083,2485888881,Proprietary,1,1,1,1,1,1,05/25/1994,88,96,100,100,74,42,100,100,100,98,100,0,76,80,84,94,98,100,84,11,11,0,0,0,0,0,0,0,0,0,0
MI,GRAND RAPIDS,49546,6169495140,Religious Affiliations,1,1,1,1,1,1,06/16/1994,98,99,99,99,91,95,99,99,100,98,100,0,64,69,77,79,76,90,65,12,11,0,0,0,0,0,0,0,0,0,0
MI,MONROE,48162,7342401717,Private,1,1,1,0,1,1,08/18/1994,97,100,95,99,74,72,100,100,100,100,100,0,65,55,67,55,56,80,46,7,17,0,0,0,0,0,0,0,0,0,0
MI,HANCOCK,49930,9064831160,Private,1,1,1,1,1,1,10/06/1994,91,95,100,99,79,87,91,100,100,91,97,0,60,46,63,56,64,92,51,14,14,0,0,0,0,0,0,0,0,0,0
MI,SOUTH HAVEN,49090,2696392888,Other,1,1,1,1,1,1,02/22/1995,80,100,100,100,60,55,100,99,100,100,99,0,52,60,67,52,66,86,50,17,11,0,1,0,0,1,0,0,0,0,0
MI,ROMEO,48065,5867521111,Proprietary,1,1,1,1,1,1,03/10/1995,91,99,100,99,83,81,97,99,100,100,98,0,54,57,60,71,59,96,45,9,19,0,0,0,0,0,0,0,0,0,0
MI,JACKSON,49202,5177809500,Proprietary,1,1,1,1,1,1,04/02/1995,93,97,99,99,78,87,97,99,100,99,100,0,65,61,73,82,69,90,63,13,16,0,0,0,0,0,0,0,0,0,0
MI,SAINT CLAIR SHORES,48081,5865850201,Proprietary,1,1,1,1,1,1,05/24/1995,61,94,100,100,73,62,96,100,100,98,100,0,59,48,67,59,54,90,57,10,19,0,0,0,0,0,0,0,0,0,0
MI,STERLING HEIGHTS,48310,5867951331,Proprietary,1,1,1,0,1,1,04/04/1995,95,80,100,97,26,34,94,99,98,95,87,1,59,72,72,95,69,,79,10,7,1,1,0,0,0,0,0,0,0,0
MI,MANISTIQUE,49854,9063413284,State/County,1,1,1,1,1,1,06/13/1995,96,99,100,99,83,86,100,100,100,100,97,0,59,68,77,52,77,96,55,18,16,0,0,0,0,1,0,0,0,0,0
MI,HARBOR BEACH,48441,9894793101,Proprietary,1,1,1,1,1,1,07/24/1995,94,98,100,100,73,61,99,100,99,99,100,0,68,67,67,69,66,92,53,14,15,0,0,0,0,0,0,0,0,0,0
MI,GRANDVILLE,49418,6165319973,Proprietary,1,1,1,1,1,1,07/26/1995,91,81,100,97,80,62,97,98,100,100,100,0,59,49,60,47,68,,45,17,13,1,1,0,0,1,0,1,0,0,0
MI,KALAMAZOO,49009,2693417272,Private,1,1,1,1,1,1,10/06/1995,94,100,100,100,84,87,100,100,100,100,100,0,66,68,75,74,76,98,55,14,16,0,0,0,0,0,0,0,0,0,0
MI,THREE RIVERS,49093,2692786108,Private,1,1,1,1,1,1,10/05/1995,91,81,100,76,26,20,75,88,100,93,95,0,54,62,57,48,59,97,37,15,18,0,0,0,0,0,0,1,0,0,0
MI,IRON MOUNTAIN,49801,9067761925,State/County,1,1,1,1,1,1,07/01/1996,90,98,100,100,72,68,100,100,100,99,100,0,59,41,71,71,67,86,60,11,20,0,0,1,0,0,0,0,0,0,0
MI,GRAND RAPIDS,49525,6169427733,Proprietary,1,1,1,1,1,1,03/17/1992,97,99,99,99,98,96,100,100,100,100,100,0,74,81,89,85,82,94,72,20,13,0,0,0,0,1,0,0,0,0,0
MI,MASON,48854,5176760412,Proprietary,1,1,1,1,1,1,10/09/1992,94,99,99,100,92,90,100,100,100,100,100,0,62,63,69,56,59,91,53,15,13,0,0,0,0,0,0,0,0,0,0
MI,SOUTHFIELD,48076,2489488228,Proprietary,1,1,1,1,1,1,12/09/1992,82,94,94,99,77,79,98,100,100,99,100,0,57,49,69,80,67,86,47,12,16,0,0,0,0,0,0,0,0,0,0
MI,FLINT,48507,8107320203,Proprietary,1,1,1,1,1,1,08/10/1994,88,97,83,99,76,76,91,99,98,93,100,0,53,45,63,57,68,92,54,8,18,0,0,0,0,0,0,0,0,0,0
MI,MARSHALL,49068,2697893939,Other,1,1,1,1,1,1,03/27/1996,99,99,100,99,82,92,100,99,100,100,100,0,58,53,60,68,58,87,39,15,17,0,0,0,0,0,0,0,0,0,0
MI,WARREN,48092,8107518127,Proprietary,1,1,1,1,1,1,06/26/1996,84,98,99,99,73,81,100,99,100,100,100,0,69,75,67,71,82,,64,9,12,1,1,0,0,0,0,0,0,0,0
MI,JACKSON,49201,5178416982,Other,1,1,1,1,1,1,04/11/1996,97,98,99,99,81,83,99,99,100,99,99,0,59,60,71,69,70,89,52,13,19,0,0,0,0,0,0,0,0,0,0
MI,LIVONIA,48152,2489871320,Proprietary,1,1,1,1,1,1,05/31/1996,67,99,100,99,66,61,99,99,100,98,99,0,65,64,75,71,61,88,47,10,17,0,0,0,0,0,0,0,0,0,0
MI,HILLSDALE,49242,5174395740,Private,1,1,1,1,1,1,05/15/1996,93,96,99,90,69,75,93,99,99,97,99,0,62,59,69,66,70,96,51,17,18,0,0,0,0,1,0,0,0,0,0
MI,HOLLAND,49423,6163936205,Other,1,1,1,1,1,1,10/25/1996,96,98,99,97,89,95,94,98,92,96,99,0,71,56,62,74,75,,45,17,11,1,1,0,0,1,0,0,0,0,0
MI,SOUTHFIELD,48075,7342835643,Proprietary,1,1,1,1,1,1,10/18/1996,82,92,100,100,94,96,100,99,79,99,100,0,73,79,78,91,87,,77,11,14,1,1,0,0,0,0,0,0,0,0
MI,MADISON HEIGHTS,48071,2483994223,Proprietary,1,1,1,1,1,1,10/05/1996,51,97,100,98,74,80,94,97,98,90,99,0,48,40,49,71,63,,52,11,15,1,1,0,0,0,0,0,0,0,0
MI,HASTINGS,49058,2699482425,Proprietary,1,1,1,1,1,0,10/30/1996,99,100,99,100,83,88,99,100,100,98,100,0,62,57,67,64,57,97,52,13,15,0,0,0,0,0,0,0,0,0,0
MI,ROCHESTER HILLS,48309,2482932400,Proprietary,1,1,1,1,1,1,02/07/1997,88,97,99,98,49,55,98,99,99,99,100,0,62,51,68,72,61,94,54,12,15,0,0,0,0,0,0,0,0,0,0
MI,L ANSE,49946,9065244663,State/County,1,1,1,1,0,1,03/21/1997,94,95,100,100,77,66,92,100,100,100,100,0,62,43,70,82,69,100,56,13,18,0,1,0,0,0,0,0,0,0,0
MI,PORT HURON,48060,8109663050,Religious Affiliations,1,1,1,1,1,1,07/01/1997,97,99,100,100,77,86,99,100,100,100,100,0,64,72,76,77,76,96,59,9,18,0,0,0,0,0,0,0,0,0,0
MI,ANN ARBOR,48108,7346778140,Proprietary,1,1,1,1,1,1,02/19/1997,88,98,89,99,79,79,98,99,100,99,100,0,62,66,76,71,68,90,57,12,18,0,0,0,0,0,0,0,0,0,0
MI,STERLING HEIGHTS,48310,5862760604,Proprietary,1,1,1,0,1,1,06/24/1997,93,100,100,100,59,40,100,100,100,100,100,0,67,48,80,86,77,,63,10,14,1,1,0,0,0,0,0,0,0,0
MI,SOUTHFIELD,48075,2484436781,Proprietary,1,1,1,1,1,1,07/02/1997,98,100,100,100,77,81,100,100,100,100,100,0,67,74,81,75,75,,65,8,17,1,1,0,0,0,0,0,0,0,0
MI,FARMINGTON HILLS,48336,2484769091,Proprietary,1,1,1,1,1,1,06/27/1997,85,93,100,96,77,80,94,99,97,97,98,0,64,56,66,61,69,,53,7,16,1,1,0,0,0,0,0,0,0,0
MI,MARINE CITY,48039,8107657144,Proprietary,1,1,1,1,1,1,07/25/1997,89,85,98,95,75,78,95,96,98,98,93,0,70,67,74,65,72,91,62,13,15,0,0,0,0,0,0,0,0,0,0
MI,SAGINAW,48602,9897996020,Other,1,1,1,1,1,1,08/08/1997,93,95,98,100,70,66,96,99,100,98,98,0,61,49,71,60,61,95,62,11,18,0,0,0,0,0,0,0,0,0,0
MI,FARMINGTON HILLS,48336,2483582113,Proprietary,1,1,0,0,1,1,09/25/1997,93,100,100,100,95,96,98,100,100,100,99,0,63,54,65,83,85,,48,15,9,1,1,0,0,0,0,0,0,0,0
MI,WEST BRANCH,48661,9893450651,Proprietary,1,1,1,1,1,1,08/11/1997,93,98,99,99,72,73,100,99,100,99,100,0,58,49,68,61,65,96,51,16,14,0,0,0,0,0,0,0,0,0,0
MI,IRON RIVER,49935,9062656118,Private,1,1,1,1,1,1,08/10/1998,92,92,100,76,84,90,66,99,95,90,93,0,54,38,70,60,68,100,46,18,19,0,0,0,0,1,0,0,0,0,0
MI,SOUTHFIELD,48034,2482622200,Proprietary,1,1,1,1,1,1,07/28/1998,78,98,100,100,76,72,99,100,100,100,100,0,49,42,59,55,56,91,53,9,17,0,0,0,0,0,0,0,0,0,0
MI,PORT HURON,48060,8109663480,Proprietary,1,1,1,1,1,1,12/03/1998,93,72,100,100,61,57,73,100,99,76,100,0,58,59,73,71,83,99,55,11,17,0,0,0,0,0,0,0,0,0,0
MI,ALLEGAN,49010,2696864293,Proprietary,1,1,1,1,1,1,09/04/1998,95,93,99,96,87,92,96,98,99,98,99,0,58,70,63,72,69,94,49,10,16,0,0,0,0,0,0,0,0,0,0
MI,CHARLOTTE,48813,5175434182,Other,1,1,1,1,1,1,02/11/1999,88,92,100,100,77,70,97,99,98,96,100,0,44,47,48,53,44,96,26,17,24,0,1,1,1,1,0,0,0,1,0
MI,SOUTHFIELD,48075,2489055022,Proprietary,1,1,1,1,1,1,04/09/1999,57,99,100,100,48,19,100,100,99,95,100,1,58,23,46,75,62,,31,10,19,1,1,0,0,0,0,0,0,1,0
MI,TROY,48083,2485880069,Proprietary,1,1,1,1,1,1,11/25/1999,96,98,100,100,69,70,97,100,99,99,99,0,72,53,71,79,69,98,63,11,14,0,0,0,0,0,0,0,0,0,0
MI,SOUTHGATE,48195,7342818800,Proprietary,1,1,1,1,1,1,04/07/2000,89,90,100,99,54,46,100,100,99,100,99,0,60,51,71,83,79,,60,14,20,1,1,1,0,0,0,0,0,0,0
MI,SOUTHFIELD,48075,2485699303,Proprietary,1,1,1,1,1,1,08/11/2000,86,100,100,100,90,90,100,100,100,100,100,0,80,66,76,86,70,89,79,6,16,0,0,0,0,0,0,0,0,0,0
MI,BIG RAPIDS,49307,2315924209,State/County,1,1,1,1,1,1,09/01/2000,99,96,99,94,84,88,98,97,100,100,97,0,62,63,75,70,78,91,61,19,14,0,0,0,0,1,0,0,0,0,0
MI,MADISON HEIGHTS,48071,2483989600,Proprietary,1,1,1,1,1,1,11/15/2000,90,100,100,100,78,74,100,100,100,100,100,0,81,70,87,88,81,84,65,8,13,0,0,0,0,0,0,0,0,0,0
MI,SOUTHFIELD,48075,2484233300,Proprietary,1,1,1,1,1,1,12/28/2000,98,90,99,96,92,52,100,97,100,99,98,0,48,23,42,17,9,,38,7,12,1,1,0,0,0,0,1,1,0,0
MI,LIVONIA,48150,2482036623,Proprietary,1,1,0,0,0,0,05/29/2001,57,90,100,100,73,65,96,100,98,95,94,1,55,24,52,58,55,,40,,,3,1,,,,,0,0,0,0
MI,TROY,48098,8669024000,Proprietary,1,1,1,1,1,1,07/06/2001,89,99,99,97,78,77,99,98,100,100,99,0,65,59,72,71,64,88,57,11,17,0,0,0,0,0,0,0,0,0,0
MI,TROY,48083,2483071012,Proprietary,1,1,1,1,1,1,10/09/2001,91,97,87,78,79,64,96,99,100,98,97,0,63,53,66,57,66,91,43,11,16,0,1,0,0,0,0,0,0,0,0
MI,PIGEON,48755,9894533128,Proprietary,1,1,1,1,1,1,11/16/2001,94,90,100,100,71,64,94,99,97,97,96,0,58,52,69,50,46,98,39,18,15,0,0,0,0,1,0,0,0,0,0
MI,SAINT CLAIR SHORES,48080,5867767717,Proprietary,1,1,1,1,1,1,11/21/2001,85,97,100,100,20,10,100,100,99,16,99,0,78,65,89,94,82,,81,9,13,1,1,0,0,0,0,0,0,0,0
MI,DETROIT,48227,3134934900,Proprietary,1,1,1,1,1,1,11/27/2001,63,97,100,100,58,65,92,97,100,95,97,1,52,61,65,90,68,,,10,12,2,1,0,0,0,0,0,0,,
MI,ROSEVILLE,48066,8888222978,Proprietary,1,1,1,1,1,1,12/12/2001,91,100,100,100,79,87,99,100,100,100,100,0,87,81,73,83,77,,59,10,11,1,1,0,0,0,0,0,0,0,0
MI,WARREN,48088,5864276640,Proprietary,1,1,1,1,1,1,02/15/2002,79,98,100,100,81,85,98,100,99,99,100,0,64,52,74,58,62,,51,11,16,1,1,0,0,0,0,0,0,0,0
MI,ONTONAGON,49953,9068846092,Proprietary,1,1,0,0,0,1,05/14/2002,97,99,100,99,77,91,87,100,100,100,97,0,72,57,63,78,60,96,58,21,15,0,1,0,0,1,1,0,0,0,0
MI,WARREN,48093,5869789850,Proprietary,1,1,1,1,1,1,08/14/2002,75,97,99,97,81,86,86,97,99,95,100,0,59,61,67,85,83,,44,13,17,1,1,0,0,0,0,0,0,0,0
MI,BERKLEY,48072,2485475778,Proprietary,1,1,1,1,1,1,10/07/2002,91,94,100,100,56,71,96,100,98,95,100,0,89,99,91,93,95,94,94,12,21,0,0,1,0,0,0,0,0,0,0
MI,SOUTHFIELD,48075,2484230236,Proprietary,1,1,1,1,1,1,10/15/2002,97,95,100,99,80,75,100,98,100,100,95,0,63,63,76,90,67,95,47,9,14,0,0,0,0,0,0,0,0,0,0
MI,SOUTHGATE,48195,7342846007,Proprietary,1,1,1,1,1,1,10/22/2002,84,92,100,100,74,54,100,100,100,95,100,1,60,49,67,79,73,,58,,,3,1,,,,,0,0,0,0
MI,STERLING HEIGHTS,48313,5869777953,Proprietary,1,1,1,1,1,1,12/16/2002,99,76,100,100,70,73,100,100,100,99,100,0,61,62,68,76,64,,32,9,12,1,1,0,0,0,0,0,0,1,0
MI,CLINTON TOWNSHIP,48038,5869782359,Private,1,1,1,1,0,1,02/04/2003,89,96,100,97,82,74,90,98,97,97,98,0,68,57,71,66,64,92,59,14,22,0,0,1,0,0,0,0,0,0,0
MI,SOUTHFIELD,48075,2484249020,Proprietary,1,1,1,1,1,1,12/20/2002,93,98,100,100,92,91,100,100,81,100,100,0,71,94,81,94,86,,85,10,7,1,1,0,0,0,0,0,0,0,0
MI,SOUTHFIELD,48034,2483500014,Proprietary,1,1,1,0,1,0,03/12/2003,79,96,99,100,74,52,100,100,100,100,100,0,75,73,90,83,82,,75,9,11,1,1,0,0,0,0,0,0,0,0
MI,AUGUSTA,49012,2697315775,Private,1,1,1,0,0,1,03/24/2003,90,92,99,95,71,85,94,100,98,95,100,6,,,,,,,,,,9,1,,,,,,,,
MI,LINCOLN PARK,48146,3139282242,Proprietary,1,1,1,1,1,1,05/15/2003,90,100,100,100,100,96,94,100,100,95,100,2,22,,66,100,88,,,14,22,3,1,1,0,0,0,0,0,,
MI,LATHRUP VILLAGE,48076,2485699473,Proprietary,1,1,1,1,1,1,06/24/2003,92,99,100,100,72,72,99,100,100,100,100,0,69,57,70,67,60,88,57,11,18,0,0,0,0,0,0,0,0,0,0
MI,BINGHAM FARMS,48025,3132949220,Proprietary,1,1,1,1,1,1,09/12/2003,82,100,100,100,94,100,94,100,98,95,100,3,90,100,100,,,,71,21,11,3,1,0,0,1,1,,,0,0
MI,SOUTHFIELD,48075,2485595661,Proprietary,1,1,1,1,1,1,09/30/2003,62,94,100,100,82,82,94,100,100,95,94,2,74,85,85,89,81,,79,15,10,1,1,0,0,0,0,0,0,0,0
MI,DETROIT,48235,3138649919,Proprietary,1,1,1,1,1,1,09/30/2003,51,98,100,98,49,48,98,100,99,99,100,0,60,48,60,63,68,90,50,16,22,0,0,1,0,0,0,0,0,0,0
MI,WARREN,48092,2485442908,Proprietary,1,1,1,1,1,1,08/28/2003,90,98,100,100,90,78,95,98,98,98,100,0,60,48,69,87,92,,52,11,12,1,1,0,0,0,0,0,0,0,0
MI,TAYLOR,48180,3132955911,Proprietary,1,1,1,1,1,1,09/17/2003,66,95,100,99,73,81,100,100,99,95,100,1,42,32,50,70,60,,26,6,11,1,1,0,0,0,0,0,0,1,0
MI,SOUTHFIELD,48075,2485697900,Proprietary,1,1,1,1,1,1,10/16/2003,96,99,100,100,78,66,99,99,100,99,100,0,75,73,78,82,78,,59,14,11,1,1,0,0,0,0,0,0,0,0
MI,LAPEER,48446,8102453300,Proprietary,1,1,1,1,1,1,11/24/2003,96,98,99,98,75,63,98,99,99,100,100,0,71,64,79,75,77,90,54,12,16,0,0,0,0,0,0,0,0,0,0
MI,FARMINGTON HILLS,48334,2488099583,Proprietary,1,1,1,1,1,1,11/14/2003,93,100,100,100,84,75,94,93,100,95,96,2,75,55,79,60,68,,77,9,8,1,1,0,0,0,0,0,0,0,0
MI,JENISON,49428,6166674663,Private,1,1,1,1,1,1,11/25/2003,94,99,97,98,80,89,99,100,100,99,100,0,62,61,73,76,75,95,38,12,12,0,0,0,0,0,0,0,0,0,0
MI,CANTON,48187,7348442100,Proprietary,1,1,1,1,1,1,12/22/2003,69,93,100,100,58,44,94,100,100,95,93,2,73,73,73,76,71,,,4,13,2,1,0,0,0,0,0,0,,
MI,BINGHAM FARMS,48025,2485940050,Proprietary,1,1,1,1,1,1,01/15/2004,89,100,99,100,91,100,94,100,96,100,100,2,78,84,100,,,,62,19,20,3,1,1,0,1,0,,,0,0
MI,ROSEVILLE,48066,5864980068,Proprietary,1,1,1,1,1,1,11/26/2003,83,96,100,100,38,34,99,100,100,100,100,0,83,67,73,85,70,100,58,13,15,0,0,0,0,0,0,0,0,0,0
MI,SOUTHFIELD,48075,2485691600,Proprietary,1,1,1,1,1,0,01/14/2004,50,100,100,100,66,67,94,100,100,95,98,2,63,27,69,64,63,,67,11,16,1,1,0,0,0,0,0,0,0,0
MI,BINGHAM FARMS,48025,2487239613,Proprietary,1,1,1,1,1,1,02/25/2004,99,100,100,100,80,78,100,100,100,100,100,0,62,65,67,79,65,97,73,10,20,0,0,1,0,0,0,0,0,0,0
MI,WARREN,48093,5865589112,Proprietary,1,1,1,1,1,1,02/06/2004,82,99,100,100,85,96,100,100,100,100,100,0,76,98,92,89,87,,76,9,26,1,1,1,1,0,0,0,0,0,0
MI,FARMINGTON HILLS,48335,7342540076,Proprietary,1,1,1,1,1,1,02/05/2004,95,97,100,100,85,80,100,100,100,100,100,0,56,55,42,57,77,,28,15,12,1,1,0,0,0,0,0,0,1,0
MI,WARREN,48093,5865588089,Proprietary,1,1,1,1,1,1,03/22/2004,93,96,99,96,76,60,91,99,99,92,95,0,70,66,79,79,74,,71,12,16,1,1,0,0,0,0,0,0,0,0
MI,TROY,48084,2485910265,Proprietary,1,1,1,1,1,1,03/26/2004,89,92,100,97,84,80,99,97,97,100,100,0,50,49,45,66,46,,35,10,16,1,1,0,0,0,0,0,0,0,0
MI,SOUTHFIELD,48075,2483950060,Proprietary,1,1,1,1,1,1,03/29/2004,76,85,100,98,71,60,97,98,99,96,88,0,71,80,81,80,72,,68,13,18,1,1,0,0,0,0,0,0,0,0
MI,FARMINGTON,48336,2484716202,Proprietary,1,1,1,1,1,1,08/13/2004,54,80,99,99,58,46,88,99,99,87,94,0,62,52,73,75,75,,69,12,12,1,1,0,0,0,0,0,0,0,0
